Activity Date,Transaction Amount,Admitting Physician,Attending Physician,Consulting Physician,Ordering Physician,Revenue Code,Performing Physician,Referring Physician,Rendering Physician,Supervising Physician
07/16/2024,-732,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-671,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-658,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-634,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-624,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-590,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-547,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-535,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-453,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-435,"Toulson, Charles E","Toulson, Charles E",,,0278,,,"Toulson, Charles E",
07/16/2024,-420,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-411,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-400,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-384.96,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,-376.2,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-360,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-360,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-320,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-314,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-308,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-308,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-287,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-286,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
07/16/2024,-280,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-280,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
07/16/2024,-279,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-271,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-265,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-265,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-250.8,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,-250.8,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-239,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-237,"Riaz, Ahsan","Riaz, Ahsan",,"Riaz, Ahsan",0300,,,"Riaz, Ahsan",
07/16/2024,-233,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-220,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-220,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-218,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-213,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-200,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-190,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-186,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-182,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-159,"Riaz, Ahsan","Riaz, Ahsan",,"Riaz, Ahsan",0300,,,"Riaz, Ahsan",
07/16/2024,-153,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-152,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-144,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-144,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-138,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-134,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-125.4,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,-112,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-112,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-96,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-93,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-93,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-90,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-89,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-87,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-85,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-80,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-76.08,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,-75,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-72,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-72,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-72,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-71,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-67,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-66,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-63,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-61,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-56,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-55,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-55,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-55,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-55,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-54,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-54,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-51,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-50.1,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-50.1,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-50.1,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-50,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-48.48,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-48,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-48,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-48,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-48,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-46,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-46,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
07/16/2024,-42.5,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-40,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-39,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-39,"Riaz, Ahsan","Riaz, Ahsan",,"Riaz, Ahsan",0300,,,"Riaz, Ahsan",
07/16/2024,-36,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-36,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-36,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-36,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-36,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-36,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-36,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-36,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
07/16/2024,-36,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-35.73,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-33,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-33,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-32,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-32,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-32,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-32,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
07/16/2024,-32,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-31,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-31,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-31,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-29,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-28,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-24,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-24,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-24,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
07/16/2024,-24,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-24,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-24,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-24,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-24,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
07/16/2024,-24,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-23,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-19,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-18,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-18,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-18,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-18,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-18,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-18,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-16,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-16,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
07/16/2024,-15.4,"Hsiao, Chris L","Hsiao, Chris L",,,0636,,,,
07/16/2024,-15.4,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0636,,,,
07/16/2024,-12,"Courtney, Stephen P","Courtney, Stephen P",,,0272,,,"Courtney, Stephen P",
07/16/2024,-12,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-11.5,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-8,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-6,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,-6,"Butler, Leroy MD","Butler, Leroy MD",,,0272,,,"Butler, Leroy MD",
07/16/2024,-6,"Cubitt, Bradley","Cubitt, Bradley",,,0272,,,"Cubitt, Bradley",
07/16/2024,-6,"Heinrich, John B","Heinrich, John B",,,0272,,,"Heinrich, John B",
07/16/2024,-6,"Holcombe, Ronica N","Holcombe, Ronica N",,,0272,,,"Holcombe, Ronica N",
07/16/2024,-6,"Hsiao, Chris L","Hsiao, Chris L",,,0272,,,"Hsiao, Chris L",
07/16/2024,-6,"Kane, Justin M","Kane, Justin M",,,0272,,,"Kane, Justin M",
07/16/2024,-6,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,-6,"Rodriguez, Gabriel A","Rodriguez, Gabriel A",,,0272,,,"Rodriguez, Gabriel A",
07/16/2024,-6,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,-4.74,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-4.32,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,-2,"Batlle, Francisco MD","Batlle, Francisco MD",,,0272,,,"Batlle, Francisco MD",
07/16/2024,0,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,0,"Berry, Robert E","Berry, Robert E",,,0278,,,"Berry, Robert E",
07/16/2024,0,"Cubitt, Bradley","Cubitt, Bradley",,,0278,,,"Cubitt, Bradley",
07/16/2024,0,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,0,"Heinrich, John B","Heinrich, John B",,,0278,,,"Heinrich, John B",
07/16/2024,0,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,0,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,0,"Snow, Brian J","Snow, Brian J",,,0278,,,"Snow, Brian J",
07/16/2024,0,"Toulson, Charles E","Toulson, Charles E",,,0272,,,"Toulson, Charles E",
07/16/2024,0,"Toulson, Charles E","Toulson, Charles E",,,0278,,,"Toulson, Charles E",
07/16/2024,0.77,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,2,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,2,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,2,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
07/16/2024,2,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,3,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,3,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,3,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
07/16/2024,3,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,4.32,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,4.32,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,4.44,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,4.74,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,4.74,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,5,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,5,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,6,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,6,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,6,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,6,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,6,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,6.88,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,6.88,"Grantham, Cori","Grantham, Cori",,,0250,,,,
07/16/2024,6.88,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,7.2,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,7.2,"Grantham, Cori","Grantham, Cori",,,0636,,,,
07/16/2024,7.2,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,7.8,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,7.8,"Grantham, Cori","Grantham, Cori",,,0636,,,,
07/16/2024,7.8,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,8,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,8,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,8,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,8.72,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,9.72,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,11,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,11,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,12.1,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,13.34,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,13.34,"Grantham, Cori","Grantham, Cori",,,0636,,,,
07/16/2024,13.34,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,14,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,16,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,16,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,17.75,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,18,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,18,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,18,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,18,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,19,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,19,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,19,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,19,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,20,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,20,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
07/16/2024,20,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,21,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,21,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
07/16/2024,21,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,22,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,22,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,22.56,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,24,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,24,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,24,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,24,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,24.9,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,25,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,25.2,"Grantham, Cori","Grantham, Cori",,,0250,,,,
07/16/2024,25.2,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,25.42,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,26.52,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,26.52,"Grantham, Cori","Grantham, Cori",,,0250,,,,
07/16/2024,28,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,28,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,28,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,29.52,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,30.44,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,30.44,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,31.56,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,31.56,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,32,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,32,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,33,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,33,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,33,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,34.44,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,35.73,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,35.73,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,36,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,36,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,36,"Patel, Vikas MD","Patel, Vikas MD",,,0272,,,"Patel, Vikas MD",
07/16/2024,36,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,39,"Berry, Robert E","Berry, Robert E",,"Berry, Robert E",0300,,,"Berry, Robert E",
07/16/2024,39,"Courtney, Stephen P","Courtney, Stephen P",,"Courtney, Stephen P",0300,,,"Courtney, Stephen P",
07/16/2024,39,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,39,"Heinrich, John B","Heinrich, John B",,"Heinrich, John B",0300,,,"Heinrich, John B",
07/16/2024,39,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,39,"Snow, Brian J","Snow, Brian J",,"Snow, Brian J",0300,,,"Snow, Brian J",
07/16/2024,40,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,40,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,40,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,40,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,40,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,40,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,40.45,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,40.45,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,41.55,"Berry, Robert E","Berry, Robert E",,"Berry, Robert E",0300,,,"Berry, Robert E",
07/16/2024,41.55,"Courtney, Stephen P","Courtney, Stephen P",,"Courtney, Stephen P",0300,,,"Courtney, Stephen P",
07/16/2024,41.55,"Heinrich, John B","Heinrich, John B",,"Heinrich, John B",0300,,,"Heinrich, John B",
07/16/2024,42,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,42.5,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,42.5,"Grantham, Cori","Grantham, Cori",,,0250,,,,
07/16/2024,42.5,"Snow, Brian J","Snow, Brian J",,,0250,,,,
07/16/2024,43.2,"Berry, Robert E","Berry, Robert E",,,0636,,,,
07/16/2024,43.2,"Snow, Brian J","Snow, Brian J",,,0636,,,,
07/16/2024,44,"Berry, Robert E","Berry, Robert E",,,0271,,,"Berry, Robert E",
07/16/2024,44,"Grantham, Cori","Grantham, Cori",,,0271,,,"Grantham, Cori",
07/16/2024,44,"Patel, Vikas MD","Patel, Vikas MD",,,0271,,,"Patel, Vikas MD",
07/16/2024,44,"Snow, Brian J","Snow, Brian J",,,0271,,,"Snow, Brian J",
07/16/2024,46.3,"Berry, Robert E","Berry, Robert E",,,0250,,,,
07/16/2024,48,"Berry, Robert E","Berry, Robert E",,,0272,,,"Berry, Robert E",
07/16/2024,48,"Grantham, Cori","Grantham, Cori",,,0272,,,"Grantham, Cori",
07/16/2024,48,"Snow, Brian J","Snow, Brian J",,,0272,,,"Snow, Brian J",
07/16/2024,48.48,"Snow, Brian J","Snow, Brian J",,,0250,,,,
